EEG 1,EEG 2,EEG 3,EEG 4,EEG 5,EEG 6,EEG 7,EEG 8,Accelerometer X,Accelerometer Y,Accelerometer Z,Gyroscope X,Gyroscope Y,Gyroscope Z,Battery Level,Counter,Validation Indicator
12.340,14.163,11.549,10.178,16.700,19.914,19.880,13.465,-0.046,0.933,-0.426,-0.763,1.312,1.038,80.000,5005.000,0.000
11.923,14.280,13.512,11.559,16.983,20.165,20.436,14.295,-0.046,0.933,-0.426,-0.763,1.312,1.038,80.000,5006.000,0.000
11.595,12.858,15.511,12.367,14.736,16.952,17.584,13.355,-0.046,0.933,-0.426,-0.763,1.312,1.038,80.000,5007.000,0.000
11.513,12.192,14.039,11.344,13.596,15.611,16.098,12.180,-0.046,0.933,-0.426,-0.763,1.312,1.038,80.000,5008.000,0.000
11.263,12.894,11.994,10.497,14.783,17.508,17.747,12.481,-0.046,0.933,-0.426,-0.763,1.312,1.038,80.000,5009.000,0.000
10.847,13.177,12.960,11.324,15.368,18.288,18.710,13.246,-0.046,0.933,-0.426,-0.763,1.312,1.038,80.000,5010.000,0.000
10.686,12.313,14.856,12.266,13.923,16.201,16.929,12.841,-0.046,0.933,-0.426,-0.763,1.312,1.038,80.000,5011.000,0.000
10.654,11.614,14.223,11.723,12.688,14.636,15.305,11.830,-0.046,0.933,-0.426,-0.763,1.312,1.038,80.000,5012.000,0.000
10.294,11.811,12.414,10.819,13.151,15.493,15.972,11.684,-0.046,0.933,-0.426,-0.763,1.312,1.038,80.000,5013.000,0.000
9.818,12.022,12.626,11.154,13.698,16.288,16.877,12.214,-0.046,0.933,-0.426,-0.763,1.312,1.038,80.000,5014.000,0.000
9.741,11.592,14.125,12.004,12.904,15.149,15.967,12.160,-0.046,0.933,-0.426,-0.763,1.312,1.038,80.000,5015.000,0.000
9.182,9.748,12.897,11.094,10.223,11.704,12.612,10.418,-0.050,0.933,-0.426,-0.336,1.160,1.007,80.000,5016.000,1.000
6.661,4.766,6.425,7.103,4.042,4.193,5.091,6.028,-0.050,0.933,-0.423,-0.366,1.099,0.946,80.000,5017.000,1.000
4.442,-0.485,-1.985,2.390,-2.588,-3.435,-2.964,1.373,-0.050,0.931,-0.426,-0.397,1.068,1.068,80.000,5018.000,1.000
6.097,0.267,-5.418,1.525,-2.202,-2.354,-2.393,1.762,-0.047,0.932,-0.423,-0.397,1.099,1.129,80.000,5019.000,1.000
7.923,4.018,-2.444,4.157,2.818,3.596,4.434,6.093,-0.048,0.931,-0.426,-0.397,1.129,1.129,80.000,5020.000,1.000
4.111,2.701,1.045,4.684,3.032,3.059,5.732,7.243,-0.049,0.930,-0.426,-0.275,0.977,0.946,80.000,5021.000,1.000
-1.471,-0.598,0.264,1.165,-0.483,-1.383,1.526,4.399,-0.048,0.931,-0.426,-0.244,1.038,0.977,80.000,5022.000,1.000
-1.869,1.353,-3.121,-2.568,-0.546,-0.746,0.300,2.941,-0.049,0.932,-0.429,-0.275,0.885,0.885,80.000,5023.000,1.000
1.682,5.583,-3.438,-2.930,2.212,3.148,2.757,4.595,-0.048,0.932,-0.430,-0.275,0.916,0.885,80.000,5024.000,1.000
4.974,7.019,2.240,0.824,4.637,5.686,6.226,8.327,-0.050,0.930,-0.430,-0.061,0.885,0.854,80.000,5025.000,1.000
7.108,7.321,8.760,6.305,8.002,8.966,11.577,13.636,-0.050,0.930,-0.427,-0.031,0.916,0.916,80.000,5026.000,1.000
7.876,8.161,9.116,9.407,11.609,13.154,16.196,17.110,-0.049,0.931,-0.425,-0.092,0.854,0.916,80.000,5027.000,1.000
7.752,8.775,5.472,9.639,12.229,13.773,14.868,15.589,-0.049,0.931,-0.425,-0.092,0.854,0.916,80.000,5028.000,0.000
8.478,9.823,4.645,10.025,11.256,11.505,10.383,12.439,-0.049,0.931,-0.425,-0.092,0.854,0.916,80.000,5029.000,0.000
9.730,11.387,7.434,11.596,11.761,10.980,9.451,12.160,-0.049,0.931,-0.425,-0.092,0.854,0.916,80.000,5030.000,0.000
9.512,11.118,10.316,12.822,11.968,11.029,10.656,13.304,-0.049,0.931,-0.425,-0.092,0.854,0.916,80.000,5031.000,0.000
8.010,8.767,10.616,12.432,9.933,8.873,9.407,12.747,-0.049,0.931,-0.425,-0.092,0.854,0.916,80.000,5032.000,0.000
7.381,7.854,8.323,11.005,8.692,7.843,7.959,11.456,-0.049,0.931,-0.425,-0.092,0.854,0.916,80.000,5033.000,0.000
8.104,9.587,6.813,10.538,10.199,10.076,9.366,11.525,-0.049,0.931,-0.425,-0.092,0.854,0.916,80.000,5034.000,0.000
8.388,10.435,8.555,11.598,11.076,10.995,10.478,12.074,-0.049,0.931,-0.425,-0.092,0.854,0.916,80.000,5035.000,0.000
7.413,8.584,10.646,12.223,9.157,8.300,8.658,11.508,-0.049,0.931,-0.425,-0.092,0.854,0.916,80.000,5036.000,0.000
6.587,7.121,9.581,11.245,7.538,6.578,7.060,10.542,-0.049,0.931,-0.425,-0.092,0.854,0.916,80.000,5037.000,0.000
6.877,8.163,7.472,10.302,8.522,8.387,8.210,10.476,-0.049,0.931,-0.425,-0.092,0.854,0.916,80.000,5038.000,0.000
7.228,9.222,8.089,10.833,9.547,9.694,9.376,10.796,-0.049,0.931,-0.425,-0.092,0.854,0.916,80.000,5039.000,0.000
6.643,8.088,10.118,11.591,8.299,7.799,8.126,10.425,-0.049,0.931,-0.425,-0.092,0.854,0.916,80.000,5040.000,0.000
5.862,6.642,9.923,11.075,6.748,5.983,6.623,9.687,-0.049,0.931,-0.425,-0.092,0.854,0.916,80.000,5041.000,0.000
5.843,7.035,8.131,10.145,7.098,6.930,7.138,9.456,-0.049,0.931,-0.425,-0.092,0.854,0.916,80.000,5042.000,0.000
6.111,7.939,8.031,10.247,7.941,8.129,8.082,9.564,-0.049,0.931,-0.425,-0.092,0.854,0.916,80.000,5043.000,0.000
5.798,7.371,9.548,10.862,7.272,7.056,7.420,9.336,-0.049,0.931,-0.425,-0.092,0.854,0.916,80.000,5044.000,0.000
5.160,6.185,9.844,10.675,6.020,5.518,6.237,8.824,-0.049,0.931,-0.425,-0.092,0.854,0.916,80.000,5045.000,0.000
4.945,6.124,8.582,9.922,5.917,5.773,6.264,8.513,-0.049,0.931,-0.425,-0.092,0.854,0.916,80.000,5046.000,0.000
5.067,6.720,8.111,9.741,6.428,6.606,6.833,8.421,-0.049,0.931,-0.425,-0.092,0.854,0.916,80.000,5047.000,0.000
4.919,6.510,9.043,10.120,6.126,6.102,6.547,8.242,-0.049,0.931,-0.425,-0.092,0.854,0.916,80.000,5048.000,0.000
4.459,5.670,9.527,10.120,5.255,5.008,5.770,7.929,-0.049,0.931,-0.425,-0.092,0.854,0.916,80.000,5049.000,0.000
4.148,5.363,8.790,9.594,4.918,4.850,5.543,7.628,-0.049,0.931,-0.425,-0.092,0.854,0.916,80.000,5050.000,0.000
4.111,5.615,8.213,9.270,5.068,5.231,5.710,7.377,-0.049,0.931,-0.425,-0.092,0.854,0.916,80.000,5051.000,0.000
4.035,5.568,8.625,9.400,4.925,5.019,5.576,7.170,-0.049,0.931,-0.425,-0.092,0.854,0.916,80.000,5052.000,0.000
3.747,5.070,9.076,9.463,4.420,4.389,5.183,7.004,-0.049,0.931,-0.425,-0.092,0.854,0.916,80.000,5053.000,0.000
3.424,4.695,8.764,9.154,4.036,4.081,4.906,6.775,-0.049,0.931,-0.425,-0.092,0.854,0.916,80.000,5054.000,0.000
3.250,4.642,8.267,8.798,3.876,4.040,4.734,6.426,-0.049,0.931,-0.425,-0.092,0.854,0.916,80.000,5055.000,0.000
2.488,4.691,7.094,7.366,3.683,4.236,4.932,5.951,-0.049,0.934,-0.428,0.641,0.702,0.763,80.000,5056.000,1.000
-0.602,4.432,2.982,2.157,2.779,4.316,5.516,4.970,-0.048,0.935,-0.429,0.671,0.732,0.671,80.000,5057.000,1.000
-5.762,2.746,-2.564,-5.140,0.071,1.693,4.370,3.353,-0.050,0.936,-0.427,0.519,0.793,0.763,80.000,5058.000,1.000
-9.942,-0.635,-5.961,-9.331,-3.659,-3.318,1.107,2.086,-0.050,0.936,-0.429,0.397,0.671,0.641,80.000,5059.000,1.000
-12.096,-3.278,-9.358,-11.327,-5.293,-4.098,0.396,2.062,-0.049,0.934,-0.428,0.366,0.732,0.549,80.000,5060.000,1.000
-13.838,-3.490,-13.808,-14.091,-4.529,0.528,3.087,2.761,-0.048,0.932,-0.430,0.336,0.854,0.488,80.000,5061.000,1.000
-15.003,-3.269,-13.943,-15.131,-5.354,1.851,2.013,2.620,-0.049,0.932,-0.427,0.275,0.854,0.610,80.000,5062.000,1.000
-15.086,-4.948,-10.737,-14.265,-9.084,-3.076,-4.453,0.685,-0.046,0.929,-0.431,0.275,0.885,0.641,80.000,5063.000,1.000
-15.671,-7.550,-12.207,-15.362,-11.310,-5.790,-7.270,-1.327,-0.046,0.928,-0.431,0.244,0.977,0.732,80.000,5064.000,1.000
-16.155,-8.063,-16.566,-16.705,-8.843,-1.810,-2.559,-0.650,-0.046,0.929,-0.427,0.305,1.038,0.671,80.000,5065.000,1.000
-14.980,-6.797,-15.130,-14.806,-5.343,1.551,1.523,1.587,-0.045,0.925,-0.427,0.336,0.977,0.854,80.000,5066.000,1.000
-15.245,-7.646,-10.593,-13.845,-5.858,-1.660,-0.535,1.369,-0.045,0.927,-0.427,0.549,1.068,0.885,80.000,5067.000,1.000
-18.358,-10.087,-11.483,-17.244,-8.019,-5.823,-2.236,-0.286,-0.046,0.927,-0.427,0.519,1.190,0.977,80.000,5068.000,1.000
-19.672,-10.310,-15.623,-19.768,-7.190,-5.247,1.539,0.731,-0.047,0.930,-0.429,0.549,1.373,1.068,80.000,5069.000,1.000
-18.207,-10.242,-16.318,-18.019,-6.720,-4.723,3.194,1.526,-0.045,0.931,-0.426,0.549,1.343,1.160,80.000,5070.000,1.000
-18.061,-12.918,-13.610,-15.441,-10.505,-8.509,-3.042,-2.119,-0.045,0.931,-0.426,0.549,1.343,1.160,80.000,5071.000,0.000
-19.356,-15.443,-10.055,-13.959,-14.649,-13.024,-10.642,-6.313,-0.045,0.931,-0.426,0.549,1.343,1.160,80.000,5072.000,0.000
-19.326,-15.571,-6.622,-12.427,-15.789,-15.554,-13.866,-7.085,-0.045,0.931,-0.426,0.549,1.343,1.160,80.000,5073.000,0.000
-18.255,-15.047,-5.305,-11.256,-15.113,-15.918,-13.266,-6.107,-0.045,0.931,-0.426,0.549,1.343,1.160,80.000,5074.000,0.000
-17.580,-14.360,-7.211,-11.424,-13.389,-13.217,-9.856,-5.021,-0.045,0.931,-0.426,0.549,1.343,1.160,80.000,5075.000,0.000
-16.983,-13.002,-8.738,-11.681,-11.721,-10.154,-7.004,-4.265,-0.045,0.931,-0.426,0.549,1.343,1.160,80.000,5076.000,0.000
-16.128,-12.417,-6.479,-10.517,-12.286,-11.366,-8.945,-4.821,-0.045,0.931,-0.426,0.549,1.343,1.160,80.000,5077.000,0.000
-15.641,-13.202,-3.502,-8.989,-13.902,-14.502,-12.405,-5.956,-0.045,0.931,-0.426,0.549,1.343,1.160,80.000,5078.000,0.000
-15.477,-13.250,-4.151,-8.799,-13.177,-13.489,-10.929,-5.527,-0.045,0.931,-0.426,0.549,1.343,1.160,80.000,5079.000,0.000
-14.840,-11.694,-6.225,-9.194,-10.840,-9.747,-6.796,-4.032,-0.045,0.931,-0.426,0.549,1.343,1.160,80.000,5080.000,0.000
-13.834,-10.678,-5.180,-8.471,-10.578,-9.574,-7.070,-3.994,-0.045,0.931,-0.426,0.549,1.343,1.160,80.000,5081.000,0.000
-13.313,-11.296,-2.351,-7.080,-12.194,-12.500,-10.588,-5.267,-0.045,0.931,-0.426,0.549,1.343,1.160,80.000,5082.000,0.000
-13.235,-11.641,-2.096,-6.622,-12.149,-12.596,-10.480,-5.331,-0.045,0.931,-0.426,0.549,1.343,1.160,80.000,5083.000,0.000
-12.763,-10.482,-3.830,-6.908,-10.183,-9.535,-6.924,-4.006,-0.045,0.931,-0.426,0.549,1.343,1.160,80.000,5084.000,0.000
-11.838,-9.387,-3.589,-6.497,-9.475,-8.599,-6.201,-3.621,-0.045,0.931,-0.426,0.549,1.343,1.160,80.000,5085.000,0.000
-11.238,-9.634,-1.350,-5.368,-10.633,-10.714,-8.919,-4.619,-0.045,0.931,-0.426,0.549,1.343,1.160,80.000,5086.000,0.000
-11.116,-10.010,-0.576,-4.768,-10.921,-11.358,-9.560,-4.943,-0.045,0.931,-0.426,0.549,1.343,1.160,80.000,5087.000,0.000
-10.784,-9.265,-1.752,-4.878,-9.496,-9.199,-6.942,-3.961,-0.045,0.931,-0.426,0.549,1.343,1.160,80.000,5088.000,0.000
-10.007,-8.281,-1.957,-4.655,-8.633,-7.977,-5.757,-3.427,-0.045,0.931,-0.426,0.549,1.343,1.160,80.000,5089.000,0.000
-9.372,-8.220,-0.386,-3.804,-9.305,-9.257,-7.565,-4.095,-0.045,0.931,-0.426,0.549,1.343,1.160,80.000,5090.000,0.000
-9.171,-8.489,0.590,-3.171,-9.682,-10.046,-8.496,-4.511,-0.045,0.931,-0.426,0.549,1.343,1.160,80.000,5091.000,0.000
-8.926,-8.055,-0.027,-3.110,-8.748,-8.699,-6.782,-3.862,-0.045,0.931,-0.426,0.549,1.343,1.160,80.000,5092.000,0.000
-8.306,-7.274,-0.393,-2.970,-7.925,-7.520,-5.520,-3.317,-0.045,0.931,-0.426,0.549,1.343,1.160,80.000,5093.000,0.000
-7.685,-7.020,0.572,-2.370,-8.201,-8.117,-6.535,-3.697,-0.045,0.931,-0.426,0.549,1.343,1.160,80.000,5094.000,0.000
-7.407,-7.123,1.512,-1.786,-8.511,-8.787,-7.434,-4.093,-0.045,0.931,-0.426,0.549,1.343,1.160,80.000,5095.000,0.000
-7.200,-6.878,1.355,-1.591,-7.952,-8.057,-6.452,-3.714,-0.045,0.931,-0.426,0.549,1.343,1.160,80.000,5096.000,0.000
-6.720,-6.325,1.031,-1.461,-7.286,-7.122,-5.368,-3.244,-0.045,0.931,-0.426,0.549,1.343,1.160,80.000,5097.000,0.000
-4.628,-5.047,1.603,-0.569,-6.407,-6.679,-4.774,-2.962,-0.050,0.930,-0.429,-1.038,1.251,1.068,80.000,5098.000,1.000
1.476,-1.442,2.893,1.868,-3.127,-4.633,-1.315,-1.530,-0.051,0.929,-0.428,-1.007,1.282,0.977,80.000,5099.000,1.000
9.272,2.957,3.967,4.743,1.832,-0.315,5.084,0.783,-0.052,0.929,-0.429,-1.007,1.312,0.916,80.000,5100.000,1.000
13.656,4.492,3.371,5.711,4.693,3.620,8.846,1.301,-0.051,0.926,-0.428,-0.854,1.282,0.946,80.000,5101.000,1.000
16.203,4.871,1.259,5.321,5.523,5.746,7.865,-0.265,-0.051,0.926,-0.427,-0.824,1.190,0.763,80.000,5102.000,1.000
19.092,6.432,1.049,5.920,5.367,4.825,4.063,-1.889,-0.052,0.925,-0.429,-0.824,1.282,0.732,80.000,5103.000,1.000
18.614,5.682,4.086,6.734,2.002,-1.478,-1.894,-3.441,-0.051,0.925,-0.430,-0.702,1.251,0.671,80.000,5104.000,1.000
14.820,2.762,5.802,5.150,-2.325,-8.412,-6.431,-5.167,-0.049,0.923,-0.429,-0.610,1.282,0.549,80.000,5105.000,1.000
12.553,3.871,2.971,1.901,-1.391,-6.801,-3.989,-5.359,-0.050,0.923,-0.428,-0.488,1.160,0.580,80.000,5106.000,1.000
12.077,8.631,-0.157,0.785,3.042,0.953,2.980,-3.091,-0.048,0.924,-0.428,-0.336,1.282,0.580,80.000,5107.000,1.000
10.396,10.136,1.207,2.699,3.623,3.035,6.172,-0.226,-0.047,0.925,-0.428,-0.244,1.099,0.549,80.000,5108.000,1.000
8.220,7.633,4.572,4.564,0.693,-2.212,4.366,1.400,-0.047,0.925,-0.426,-0.061,1.190,0.610,80.000,5109.000,1.000
8.784,6.357,5.430,5.044,0.847,-4.222,4.365,2.892,-0.047,0.923,-0.427,0.031,1.221,0.671,80.000,5110.000,1.000
11.263,6.439,4.526,5.068,3.964,0.193,7.608,4.754,-0.047,0.922,-0.428,0.153,1.343,0.702,80.000,5111.000,1.000
11.143,3.480,4.377,4.129,3.200,1.278,6.433,3.411,-0.046,0.925,-0.431,0.244,1.251,0.793,80.000,5112.000,1.000
8.863,-0.513,4.903,2.472,-1.735,-4.438,-1.132,-1.968,-0.046,0.925,-0.430,0.336,1.343,0.885,80.000,5113.000,1.000
9.703,0.836,5.111,2.169,-3.686,-7.807,-6.380,-5.852,-0.046,0.926,-0.429,0.397,1.373,1.007,80.000,5114.000,1.000
13.357,6.385,4.098,2.398,-0.852,-4.336,-5.145,-5.702,-0.046,0.926,-0.429,0.397,1.373,1.007,80.000,5115.000,0.000
15.104,10.193,1.550,1.064,2.423,1.001,-2.116,-4.669,-0.046,0.926,-0.429,0.397,1.373,1.007,80.000,5116.000,0.000
15.048,11.287,-0.485,-0.028,4.190,4.393,-0.297,-4.125,-0.046,0.926,-0.429,0.397,1.373,1.007,80.000,5117.000,0.000
14.977,10.836,0.350,1.043,4.062,4.370,-0.079,-3.600,-0.046,0.926,-0.429,0.397,1.373,1.007,80.000,5118.000,0.000
13.543,8.486,2.675,2.142,1.548,0.610,-2.199,-4.068,-0.046,0.926,-0.429,0.397,1.373,1.007,80.000,5119.000,0.000
11.514,6.540,3.068,1.526,-0.292,-2.066,-4.171,-5.187,-0.046,0.926,-0.429,0.397,1.373,1.007,80.000,5120.000,0.000
12.041,7.961,1.483,0.964,1.552,0.666,-2.644,-4.815,-0.046,0.926,-0.429,0.397,1.373,1.007,80.000,5121.000,0.000
13.781,9.962,1.087,1.843,3.746,4.019,-0.208,-3.364,-0.046,0.926,-0.429,0.397,1.373,1.007,80.000,5122.000,0.000
12.770,8.354,2.693,2.656,2.087,1.857,-1.330,-3.396,-0.046,0.926,-0.429,0.397,1.373,1.007,80.000,5123.000,0.000
10.145,5.517,3.615,2.192,-0.625,-2.019,-4.022,-4.742,-0.046,0.926,-0.429,0.397,1.373,1.007,80.000,5124.000,0.000
10.067,6.040,2.659,1.724,0.215,-0.909,-3.551,-4.823,-0.046,0.926,-0.429,0.397,1.373,1.007,80.000,5125.000,0.000
11.849,8.204,1.998,2.368,2.562,2.578,-1.140,-3.503,-0.046,0.926,-0.429,0.397,1.373,1.007,80.000,5126.000,0.000
11.468,7.469,2.979,3.070,1.857,1.854,-1.335,-3.173,-0.046,0.926,-0.429,0.397,1.373,1.007,80.000,5127.000,0.000
9.138,4.885,3.914,2.783,-0.607,-1.593,-3.625,-4.238,-0.046,0.926,-0.429,0.397,1.373,1.007,80.000,5128.000,0.000
8.567,4.701,3.446,2.367,-0.562,-1.652,-3.891,-4.596,-0.046,0.926,-0.429,0.397,1.373,1.007,80.000,5129.000,0.000
9.952,6.452,2.829,2.795,1.354,1.139,-2.056,-3.633,-0.046,0.926,-0.429,0.397,1.373,1.007,80.000,5130.000,0.000
9.988,6.305,3.344,3.383,1.301,1.337,-1.699,-3.130,-0.046,0.926,-0.429,0.397,1.373,1.007,80.000,5131.000,0.000
8.155,4.257,4.104,3.235,-0.616,-1.268,-3.336,-3.834,-0.046,0.926,-0.429,0.397,1.373,1.007,80.000,5132.000,0.000
7.321,3.662,3.963,2.891,-1.048,-1.990,-3.972,-4.291,-0.046,0.926,-0.429,0.397,1.373,1.007,80.000,5133.000,0.000
8.235,4.876,3.513,3.157,0.298,-0.076,-2.797,-3.687,-0.046,0.926,-0.429,0.397,1.373,1.007,80.000,5134.000,0.000
8.469,5.039,3.726,3.617,0.591,0.576,-2.220,-3.164,-0.046,0.926,-0.429,0.397,1.373,1.007,80.000,5135.000,0.000
7.130,3.554,4.239,3.555,-0.738,-1.147,-3.219,-3.548,-0.046,0.926,-0.429,0.397,1.373,1.007,80.000,5136.000,0.000
5.846,1.845,4.081,3.031,-1.905,-2.987,-4.566,-3.882,-0.044,0.933,-0.433,-0.488,1.007,1.007,80.000,5137.000,1.000
5.042,-0.854,2.637,2.104,-2.662,-4.562,-5.622,-2.826,-0.044,0.935,-0.433,-0.610,0.977,1.068,80.000,5138.000,1.000
4.079,-4.053,-0.195,0.845,-2.686,-5.277,-4.936,-0.276,-0.043,0.934,-0.435,-0.671,1.129,1.160,80.000,5139.000,1.000
3.644,-4.489,-2.566,0.574,-1.017,-4.287,-2.089,2.183,-0.043,0.935,-0.434,-0.702,1.221,1.099,80.000,5140.000,1.000
4.624,-3.931,-1.164,2.685,-0.486,-6.421,-2.255,2.419,-0.040,0.933,-0.434,-0.671,1.251,1.221,80.000,5141.000,1.000
6.884,-6.377,3.104,5.609,-3.692,-14.188,-7.949,0.044,-0.041,0.932,-0.434,-0.763,1.373,1.282,80.000,5142.000,1.000
9.570,-8.122,4.661,6.006,-6.294,-18.989,-11.786,-2.714,-0.042,0.932,-0.433,-0.854,1.404,1.465,80.000,5143.000,1.000
11.074,-4.395,2.586,3.928,-3.847,-14.427,-8.083,-3.304,-0.042,0.931,-0.433,-0.824,1.495,1.495,80.000,5144.000,1.000
10.203,0.462,2.394,2.587,-0.185,-7.183,-2.961,-2.721,-0.045,0.930,-0.432,-1.007,1.465,1.465,80.000,5145.000,1.000
7.508,0.309,5.144,2.617,-0.785,-4.933,-3.637,-4.147,-0.050,0.929,-0.431,-0.977,1.343,1.282,80.000,5146.000,1.000
3.600,-3.380,4.280,1.009,-3.972,-5.375,-6.349,-7.193,-0.049,0.930,-0.429,-1.068,1.495,1.312,80.000,5147.000,1.000
-1.323,-6.322,-2.836,-3.801,-5.960,-4.476,-5.816,-9.213,-0.052,0.928,-0.429,-1.038,1.495,1.160,80.000,5148.000,1.000
-4.800,-7.692,-9.132,-8.630,-7.796,-4.988,-6.407,-10.833,-0.054,0.928,-0.431,-0.977,1.343,0.885,80.000,5149.000,1.000
-4.316,-8.003,-8.235,-9.152,-11.422,-10.254,-13.016,-14.075,-0.054,0.928,-0.431,-0.977,1.343,0.885,80.000,5150.000,0.000
-1.910,-7.793,-2.692,-5.673,-15.322,-17.426,-21.674,-17.749,-0.054,0.928,-0.431,-0.977,1.343,0.885,80.000,5151.000,0.000
-1.131,-8.793,1.564,-2.489,-17.730,-22.099,-26.573,-19.420,-0.054,0.928,-0.431,-0.977,1.343,0.885,80.000,5152.000,0.000
-1.945,-10.768,1.816,-2.224,-18.351,-22.892,-26.684,-18.951,-0.054,0.928,-0.431,-0.977,1.343,0.885,80.000,5153.000,0.000
-2.472,-10.432,-0.800,-3.662,-16.606,-19.762,-23.116,-17.348,-0.054,0.928,-0.431,-0.977,1.343,0.885,80.000,5154.000,0.000
-2.400,-7.720,-2.435,-4.258,-13.817,-15.590,-19.102,-15.706,-0.054,0.928,-0.431,-0.977,1.343,0.885,80.000,5155.000,0.000
-2.314,-7.045,-0.517,-3.087,-13.652,-15.728,-19.468,-15.485,-0.054,0.928,-0.431,-0.977,1.343,0.885,80.000,5156.000,0.000
-2.297,-9.324,2.084,-1.714,-15.919,-19.321,-22.923,-16.386,-0.054,0.928,-0.431,-0.977,1.343,0.885,80.000,5157.000,0.000
-2.359,-10.121,1.322,-1.890,-16.037,-19.366,-22.622,-16.108,-0.054,0.928,-0.431,-0.977,1.343,0.885,80.000,5158.000,0.000
-2.629,-7.877,-1.022,-2.817,-13.217,-15.035,-18.154,-14.300,-0.054,0.928,-0.431,-0.977,1.343,0.885,80.000,5159.000,0.000
-2.828,-6.556,-0.524,-2.516,-11.944,-13.290,-16.546,-13.362,-0.054,0.928,-0.431,-0.977,1.343,0.885,80.000,5160.000,0.000
-2.664,-8.119,1.974,-1.225,-13.685,-16.121,-19.428,-14.070,-0.054,0.928,-0.431,-0.977,1.343,0.885,80.000,5161.000,0.000
-2.523,-9.256,2.200,-0.870,-14.480,-17.316,-20.383,-14.243,-0.054,0.928,-0.431,-0.977,1.343,0.885,80.000,5162.000,0.000
-2.828,-7.810,0.248,-1.621,-12.448,-14.170,-16.987,-12.848,-0.054,0.928,-0.431,-0.977,1.343,0.885,80.000,5163.000,0.000
-3.167,-6.400,-0.012,-1.737,-10.873,-11.878,-14.732,-11.736,-0.054,0.928,-0.431,-0.977,1.343,0.885,80.000,5164.000,0.000
-3.010,-7.220,1.888,-0.751,-11.836,-13.520,-16.504,-12.064,-0.054,0.928,-0.431,-0.977,1.343,0.885,80.000,5165.000,0.000
-2.752,-8.299,2.598,-0.160,-12.750,-14.958,-17.812,-12.337,-0.054,0.928,-0.431,-0.977,1.343,0.885,80.000,5166.000,0.000
-3.005,-7.536,1.248,-0.636,-11.498,-13.006,-15.574,-11.369,-0.054,0.928,-0.431,-0.977,1.343,0.885,80.000,5167.000,0.000
-3.424,-6.324,0.633,-0.950,-10.014,-10.802,-13.307,-10.315,-0.054,0.928,-0.431,-0.977,1.343,0.885,80.000,5168.000,0.000
-3.331,-6.580,1.879,-0.299,-10.328,-11.433,-14.089,-10.321,-0.054,0.928,-0.431,-0.977,1.343,0.885,80.000,5169.000,0.000
-3.003,-7.396,2.746,0.359,-11.076,-12.656,-15.285,-10.534,-0.054,0.928,-0.431,-0.977,1.343,0.885,80.000,5170.000,0.000
-3.166,-7.106,1.972,0.154,-10.414,-11.627,-13.981,-9.897,-0.054,0.928,-0.431,-0.977,1.343,0.885,80.000,5171.000,0.000
-3.622,-6.227,1.279,-0.215,-9.222,-9.833,-12.038,-9.007,-0.054,0.928,-0.431,-0.977,1.343,0.885,80.000,5172.000,0.000
-3.619,-6.137,1.955,0.134,-9.098,-9.767,-12.100,-8.797,-0.054,0.928,-0.431,-0.977,1.343,0.885,80.000,5173.000,0.000
-3.263,-6.612,2.754,0.744,-9.545,-10.552,-12.943,-8.879,-0.054,0.928,-0.431,-0.977,1.343,0.885,80.000,5174.000,0.000
-3.321,-6.579,2.441,0.762,-9.253,-10.114,-12.276,-8.461,-0.054,0.928,-0.431,-0.977,1.343,0.885,80.000,5175.000,0.000
-3.801,-5.648,0.853,0.337,-7.250,-7.367,-8.655,-5.890,-0.051,0.933,-0.428,-0.610,0.671,1.099,80.000,5176.000,1.000
-4.123,-4.156,-2.992,-0.118,-2.316,-0.947,0.231,1.850,-0.051,0.933,-0.432,-0.488,0.610,1.160,80.000,5177.000,1.000
-4.866,-4.288,-8.270,-1.145,3.010,6.223,10.461,11.323,-0.050,0.933,-0.428,-0.488,0.519,1.129,80.000,5178.000,1.000
-7.863,-8.769,-11.512,-3.830,2.458,5.914,11.196,12.459,-0.049,0.931,-0.430,-0.519,0.641,1.160,80.000,5179.000,1.000
-12.789,-15.152,-13.641,-8.275,-2.911,-1.193,4.012,5.563,-0.048,0.932,-0.428,-0.580,0.641,1.129,80.000,5180.000,1.000
-15.612,-17.439,-17.998,-12.245,-4.718,-3.835,3.113,2.056,-0.048,0.932,-0.428,-0.580,0.549,1.160,80.000,5181.000,1.000
-15.187,-15.900,-21.618,-12.932,-2.277,-0.488,9.155,4.911,-0.048,0.931,-0.427,-0.610,0.671,1.129,80.000,5182.000,1.000
-16.559,-16.424,-20.525,-11.020,-3.037,-1.331,8.183,6.149,-0.049,0.934,-0.430,-0.641,0.702,1.129,80.000,5183.000,1.000
-20.694,-18.514,-17.507,-9.577,-7.288,-7.007,-1.754,2.198,-0.048,0.933,-0.431,-0.610,0.641,1.099,80.000,5184.000,1.000
-20.928,-15.103,-16.020,-8.864,-7.165,-7.314,-6.941,-1.302,-0.049,0.931,-0.429,-0.671,0.549,1.099,80.000,5185.000,1.000
-15.887,-6.239,-14.512,-7.141,-1.452,-0.945,-1.790,0.214,-0.048,0.931,-0.428,-0.610,0.580,1.038,80.000,5186.000,1.000
-12.526,-0.650,-11.423,-5.044,2.471,3.115,4.781,4.214,-0.048,0.931,-0.428,-0.610,0.580,1.038,80.000,5187.000,0.000
